"owner_id","title","location","price.guests","total_price.USD","cleaning_fee","service_fee","only_price","reviews","superhost","guests","bedrooms","beds","bathrooms","date","datetime","accuracy","communication","cleanliness","locationq","checkin","url"
4440612,"Beach Townhouse Near the Ocean","San Clemente","0",0,0,0,120,3,"0",5,5,3,2,"2019-07-16","2019-07-16 18:11:33","4.5",5,4.5,5,5,"https://www.airbnb.com/rooms/4440612?location=Bah%C3%ADa%20de%20Car%C3%A1quez%2C%20Manab%C3%AD%2C%20Ecuador&adults=1&source_impression_id=p3_1563318683_FtMpnpJ%2BLxliAwRD"
33366038,"Mi hermoso paraíso!!","San Vicente","0",0,0,0,30,0,"0",3,3,2,1,"2019-07-16","2019-07-16 18:11:57","",0,0,0,0,"https://www.airbnb.com/rooms/33366038?location=Bah%C3%ADa%20de%20Car%C3%A1quez%2C%20Manab%C3%AD%2C%20Ecuador&adults=1&source_impression_id=p3_1563318707_RQfWpTsGrRmuBkBk"
1847126,"Beach House High Ocean View","Manabí","0",0,0,0,130,1,"0",4,4,2,2,"2019-07-16","2019-07-16 18:12:09","",0,0,0,0,"https://www.airbnb.com/rooms/1847126?location=Bah%C3%ADa%20de%20Car%C3%A1quez%2C%20Manab%C3%AD%2C%20Ecuador&adults=1&source_impression_id=p3_1563318720_oJ8VsWxdmFEAdQKv"
8240513,"Habitación Matrimonial o Doble - AA","Bahia de Caraquez","0",0,0,0,90,0,"0",2,2,1,1,"2019-07-16","2019-07-16 18:12:21","",0,0,0,0,"https://www.airbnb.com/rooms/8240513?location=Bah%C3%ADa%20de%20Car%C3%A1quez%2C%20Manab%C3%AD%2C%20Ecuador&adults=1&source_impression_id=p3_1563318732_U1H5oEqXZbKYRHOy"
4359493,"Amazing Townhouse Ocean View 503","San Clemente","0",0,0,0,100,0,"0",4,4,2,2,"2019-07-16","2019-07-16 18:12:34","",0,0,0,0,"https://www.airbnb.com/rooms/4359493?location=Bah%C3%ADa%20de%20Car%C3%A1quez%2C%20Manab%C3%AD%2C%20Ecuador&adults=1&source_impression_id=p3_1563318744_AzOto7MwGhqr5p4X"
7695048,"Deluxe Queen","San Clement","0",0,0,0,60,4,"0",2,2,1,1,"2019-07-16","2019-07-16 18:12:56","5",5,5,5,5,"https://www.airbnb.com/rooms/7695048?location=Bah%C3%ADa%20de%20Car%C3%A1quez%2C%20Manab%C3%AD%2C%20Ecuador&adults=1&source_impression_id=p3_1563318767_TqeYoNieaeRteBow"
27933748,"Villa Ligia Sofia","San Jacinto","0",0,0,0,70,1,"0",8,8,7,2,"2019-07-16","2019-07-16 18:13:23","",0,0,0,0,"https://www.airbnb.com/rooms/27933748?location=Bah%C3%ADa%20de%20Car%C3%A1quez%2C%20Manab%C3%AD%2C%20Ecuador&adults=1&source_impression_id=p3_1563318793_A5q%2BihesWNt%2F9tP2"
22401383,"Hostería Casamar","San Jacinto - Manabi","0",0,0,0,70,0,"0",5,5,10,1,"2019-07-16","2019-07-16 18:13:36","",0,0,0,0,"https://www.airbnb.com/rooms/22401383?location=Bah%C3%ADa%20de%20Car%C3%A1quez%2C%20Manab%C3%AD%2C%20Ecuador&adults=1&source_impression_id=p3_1563318806_Dqemss3cpul347gJ"
29656544,"Departamento en San Vicente Manabí - Ecuador","EC","0",0,0,0,90,1,"0",7,7,6,2,"2019-07-16","2019-07-16 18:13:49","",0,0,0,0,"https://www.airbnb.com/rooms/29656544?location=Bah%C3%ADa%20de%20Car%C3%A1quez%2C%20Manab%C3%AD%2C%20Ecuador&adults=1&source_impression_id=p3_1563318820_pNsHUk6RIcJfb59A"
27955204,"San Clemente Manabí Casa a 1 cuadra de la playa","San Jacinto","0",0,0,0,100,1,"0",8,8,7,4,"2019-07-16","2019-07-16 18:14:02","",0,0,0,0,"https://www.airbnb.com/rooms/27955204?location=Bah%C3%ADa%20de%20Car%C3%A1quez%2C%20Manab%C3%AD%2C%20Ecuador&adults=1&source_impression_id=p3_1563318832_eTMH%2BlTvrcnwOgGG"
24079344,"Estancia Nuestro Rincón","Boca de Briceno","0",0,0,0,18,1,"0",12,12,5,6,"2019-07-16","2019-07-16 18:14:30","",0,0,0,0,"https://www.airbnb.com/rooms/24079344?location=Bah%C3%ADa%20de%20Car%C3%A1quez%2C%20Manab%C3%AD%2C%20Ecuador&adults=1&source_impression_id=p3_1563318859_T6ESFxPmm9ODhBs8"
15587135,"casa alemana","San Jacinto","0",0,0,0,22,0,"0",2,2,1,1,"2019-07-16","2019-07-16 18:14:42","",0,0,0,0,"https://www.airbnb.com/rooms/15587135?location=Bah%C3%ADa%20de%20Car%C3%A1quez%2C%20Manab%C3%AD%2C%20Ecuador&adults=1&source_impression_id=p3_1563318873_4a%2F6JWQ7Jh7Q8tsk"
20708813,"Penthouse in CoCo Bongo Hostel","Bahía de Caráquez","0",0,0,0,80,0,"0",2,2,1,1,"2019-07-16","2019-07-16 18:15:06","",0,0,0,0,"https://www.airbnb.com/rooms/20708813?location=Bah%C3%ADa%20de%20Car%C3%A1quez%2C%20Manab%C3%AD%2C%20Ecuador&adults=1&source_impression_id=p3_1563318896_T5W8z5hZ%2FPWIdkuS"
19403529,"Tranquility Base Beachfront Condo","Canoa","0",0,0,0,65,3,"0",4,4,2,3,"2019-07-16","2019-07-16 18:15:19","5",5,4.5,5,5,"https://www.airbnb.com/rooms/19403529?location=Bah%C3%ADa%20de%20Car%C3%A1quez%2C%20Manab%C3%AD%2C%20Ecuador&adults=1&source_impression_id=p3_1563318909_%2BR%2BCFexYQYEoo%2B9I"
25278180,"Cafe Flor. Casa Vacacional en Canoa-Manabi","Canoa","0",0,0,0,23,0,"0",4,4,3,1,"2019-07-16","2019-07-16 18:15:30","",0,0,0,0,"https://www.airbnb.com/rooms/25278180?location=Bah%C3%ADa%20de%20Car%C3%A1quez%2C%20Manab%C3%AD%2C%20Ecuador&adults=1&source_impression_id=p3_1563318920_ZKSVqQJrZIV2TB0I"
4449447,"2 bedroom Ocean View Townhouse","San Clemente Ecuador","0",0,0,0,150,1,"0",4,4,2,2,"2019-07-16","2019-07-16 18:15:44","",0,0,0,0,"https://www.airbnb.com/rooms/4449447?location=Bah%C3%ADa%20de%20Car%C3%A1quez%2C%20Manab%C3%AD%2C%20Ecuador&adults=1&source_impression_id=p3_1563318934_FlrQ4NKIE9%2FMsbOE"
17816375,"Budget Two Bedroom Suite - Sundown Beach Hotel","Canoa","0",0,0,0,32,2,"0",4,4,3,1,"2019-07-16","2019-07-16 18:15:56","",0,0,0,0,"https://www.airbnb.com/rooms/17816375?location=Bah%C3%ADa%20de%20Car%C3%A1quez%2C%20Manab%C3%AD%2C%20Ecuador&adults=1&source_impression_id=p3_1563318947_IDEX%2Fca%2B%2BlsD4gsJ"
13996310,"SUNSET BED & BREAKFAST SAN JACINTO MANABI ECUADOR","San Jacinto","0",0,0,0,45,2,"0",16,16,2,8,"2019-07-16","2019-07-16 18:16:10","",0,0,0,0,"https://www.airbnb.com/rooms/13996310?location=Bah%C3%ADa%20de%20Car%C3%A1quez%2C%20Manab%C3%AD%2C%20Ecuador&adults=1&source_impression_id=p3_1563318960_c6yYI1tCvsO744EV"
8237142,"Suite Marina sobre el Agua","Bahia de Caraquez","0",0,0,0,155,0,"0",4,4,4,1,"2019-07-16","2019-07-16 18:16:48","",0,0,0,0,"https://www.airbnb.com/rooms/8237142?location=Bah%C3%ADa%20de%20Car%C3%A1quez%2C%20Manab%C3%AD%2C%20Ecuador&adults=1&source_impression_id=p3_1563318998_RUeatDnCyX0EyDms"
32090488,"Tropical Oasis on the Pacific. Peacful and Safe","San Vicente","0",0,0,0,200,1,"0",7,7,5,2,"2019-07-16","2019-07-16 18:17:01","",0,0,0,0,"https://www.airbnb.com/rooms/32090488?location=Bah%C3%ADa%20de%20Car%C3%A1quez%2C%20Manab%C3%AD%2C%20Ecuador&adults=1&source_impression_id=p3_1563319011_GnizFyYLd70YTRuQ"
4255287,"Casita Las Mareas Beachfront Guesthouse 1","San Jacinto y San Clemente","0",0,0,0,66,4,"0",2,2,1,1,"2019-07-16","2019-07-16 18:17:15","5",4,5,5,5,"https://www.airbnb.com/rooms/4255287?location=Bah%C3%ADa%20de%20Car%C3%A1quez%2C%20Manab%C3%AD%2C%20Ecuador&adults=1&source_impression_id=p3_1563319024_T41yM%2Brcftf90hPY"
33139395,"Departamentos Ticuere","San Jacinto - Manabi","0",0,0,0,100,1,"0",6,6,5,1,"2019-07-16","2019-07-16 18:17:43","",0,0,0,0,"https://www.airbnb.com/rooms/33139395?location=Bah%C3%ADa%20de%20Car%C3%A1quez%2C%20Manab%C3%AD%2C%20Ecuador&adults=1&source_impression_id=p3_1563319050_8RsANifkS82%2BTRSg"
25833139,"Casa Bonita frente al mar","San Jacinto","0",0,0,0,180,1,"0",9,9,5,3,"2019-07-16","2019-07-16 18:17:56","",0,0,0,0,"https://www.airbnb.com/rooms/25833139?location=Bah%C3%ADa%20de%20Car%C3%A1quez%2C%20Manab%C3%AD%2C%20Ecuador&adults=1&source_impression_id=p3_1563319067_nlOwukLvLDMo7SSK"
27404212,"One bedroom apartment in Bahía de Caraquez","Bahía de Caráquez","0",0,0,0,120,0,"0",3,3,2,1,"2019-07-16","2019-07-16 18:18:10","",0,0,0,0,"https://www.airbnb.com/rooms/27404212?location=Bah%C3%ADa%20de%20Car%C3%A1quez%2C%20Manab%C3%AD%2C%20Ecuador&adults=1&source_impression_id=p3_1563319080_yq2SObTag5hFFwlo"
10969508,"Resto bar Kokomo","Manabí","0",0,0,0,40,0,"0",2,2,1,1,"2019-07-16","2019-07-16 18:18:23","",0,0,0,0,"https://www.airbnb.com/rooms/10969508?location=Bah%C3%ADa%20de%20Car%C3%A1quez%2C%20Manab%C3%AD%2C%20Ecuador&adults=1&source_impression_id=p3_1563319093_YBY61lj38bM0WHDJ"
4359760,"Nice Ocean View Townhouse","SAN CLEMENTE ECUADOR","0",0,0,0,115,0,"0",4,4,2,2,"2019-07-16","2019-07-16 18:18:36","",0,0,0,0,"https://www.airbnb.com/rooms/4359760?location=Bah%C3%ADa%20de%20Car%C3%A1quez%2C%20Manab%C3%AD%2C%20Ecuador&adults=1&source_impression_id=p3_1563319106_afVl%2BgNQWcJBok5Y"
32757327,"Casa de renta Aldemar. habitaciones frente al mar","San Jacinto","0",0,0,0,26,1,"0",16,16,16,8,"2019-07-16","2019-07-16 18:18:48","",0,0,0,0,"https://www.airbnb.com/rooms/32757327?location=Bah%C3%ADa%20de%20Car%C3%A1quez%2C%20Manab%C3%AD%2C%20Ecuador&adults=1&source_impression_id=p3_1563319119_PXUPMfqLbx2sU00e"
29102334,"Casita Belle Bed and Breakfast","San Clemente","0",0,0,0,50,1,"0",8,8,2,3,"2019-07-16","2019-07-16 18:19:06","",0,0,0,0,"https://www.airbnb.com/rooms/29102334?location=Bah%C3%ADa%20de%20Car%C3%A1quez%2C%20Manab%C3%AD%2C%20Ecuador&adults=1&source_impression_id=p3_1563319132_DjbVT8gkVWXBUvWa"
14127289,"Centrally located spacious home in coastal town","Quito","0",0,0,0,49,0,"0",5,5,3,2,"2019-07-16","2019-07-16 18:19:19","",0,0,0,0,"https://www.airbnb.com/rooms/14127289?location=Bah%C3%ADa%20de%20Car%C3%A1quez%2C%20Manab%C3%AD%2C%20Ecuador&adults=1&source_impression_id=p3_1563319149_Cc6HoCmd8aQ3%2FRo3"
20437147,"Rio Muchacho Organic Farm and Eco Lodge","Canoa","0",0,0,0,15,2,"0",6,6,6,3,"2019-07-16","2019-07-16 18:19:31","",0,0,0,0,"https://www.airbnb.com/rooms/20437147?location=Bah%C3%ADa%20de%20Car%C3%A1quez%2C%20Manab%C3%AD%2C%20Ecuador&adults=1&source_impression_id=p3_1563319162_nahBAVYIU15cEaKc"
32069854,"Departamento tipo loft con vista a la playa","Bahía de Caráquez","0",0,0,0,240,0,"0",9,9,5,4,"2019-07-16","2019-07-16 18:19:48","",0,0,0,0,"https://www.airbnb.com/rooms/32069854?location=Bah%C3%ADa%20de%20Car%C3%A1quez%2C%20Manab%C3%AD%2C%20Ecuador&adults=1&source_impression_id=p3_1563319174_z4hwEJfmN5yrgEjN"
110701,"cómodo departamento con piscina","san vicente","0",0,0,0,65,2,"0",5,5,5,2,"2019-07-16","2019-07-16 18:20:00","",0,0,0,0,"https://www.airbnb.com/rooms/110701?location=Bah%C3%ADa%20de%20Car%C3%A1quez%2C%20Manab%C3%AD%2C%20Ecuador&adults=1&source_impression_id=p3_1563319191_LcM8vF5wf11d50rG"
26122892,"Casa de Playa en San Jacinto-Manabi-Ecuador","San Jacinto","0",0,0,0,50,1,"0",8,8,5,1,"2019-07-16","2019-07-16 18:20:17","",0,0,0,0,"https://www.airbnb.com/rooms/26122892?location=Bah%C3%ADa%20de%20Car%C3%A1quez%2C%20Manab%C3%AD%2C%20Ecuador&adults=1&source_impression_id=p3_1563319203_3AWLVMqtRP6P7PVs"
20384133,"Casa grande frente al mar con piscina","San Clemente","0",0,0,0,375,1,"0",15,15,12,6,"2019-07-16","2019-07-16 18:20:31","",0,0,0,0,"https://www.airbnb.com/rooms/20384133?location=Bah%C3%ADa%20de%20Car%C3%A1quez%2C%20Manab%C3%AD%2C%20Ecuador&adults=1&source_impression_id=p3_1563319220_xyX2xzR%2Fg7F94ZBe"
25111900,"Departamento vacacional","Canoa","0",0,0,0,40,1,"0",4,4,3,1,"2019-07-16","2019-07-16 18:20:57","",0,0,0,0,"https://www.airbnb.com/rooms/25111900?location=Bah%C3%ADa%20de%20Car%C3%A1quez%2C%20Manab%C3%AD%2C%20Ecuador&adults=1&source_impression_id=p3_1563319247_2KCiLZRQEyL345y1"
23577776,"Mountain Top House","EC","0",0,0,0,200,1,"0",14,14,14,4,"2019-07-16","2019-07-16 18:21:27","",0,0,0,0,"https://www.airbnb.com/rooms/23577776?location=Bah%C3%ADa%20de%20Car%C3%A1quez%2C%20Manab%C3%AD%2C%20Ecuador&adults=1&source_impression_id=p3_1563319274_SauCwyMf8Wl6C4IY"
34066248,"San clemente","San Jacinto","0",0,0,0,200,0,"0",10,10,5,6,"2019-07-16","2019-07-16 18:21:40","",0,0,0,0,"https://www.airbnb.com/rooms/34066248?location=Bah%C3%ADa%20de%20Car%C3%A1quez%2C%20Manab%C3%AD%2C%20Ecuador&adults=1&source_impression_id=p3_1563319290_4q4VVUUfv3%2B5ZzKi"
5839085,"Affordable Beach Townhouse","San Clemente","0",0,0,0,120,1,"0",4,4,3,2,"2019-07-16","2019-07-16 18:22:12","",0,0,0,0,"https://www.airbnb.com/rooms/5839085?location=Bah%C3%ADa%20de%20Car%C3%A1quez%2C%20Manab%C3%AD%2C%20Ecuador&adults=1&source_impression_id=p3_1563319322_BNaDQWImMvSf3qIJ"
23207645,"alojamiento INTRIAGO","San Jacinto","0",0,0,0,13,2,"0",8,8,6,2,"2019-07-16","2019-07-16 18:22:26","",0,0,0,0,"https://www.airbnb.com/rooms/23207645?location=Bah%C3%ADa%20de%20Car%C3%A1quez%2C%20Manab%C3%AD%2C%20Ecuador&adults=1&source_impression_id=p3_1563319335_tSvAgF1%2FJCdQLO3H"
28224430,"Hermosa casa cerca a la playa..4 dormitorios","San Jacinto","0",0,0,0,100,1,"0",10,10,8,2,"2019-07-16","2019-07-16 18:22:42","",0,0,0,0,"https://www.airbnb.com/rooms/28224430?location=Bah%C3%ADa%20de%20Car%C3%A1quez%2C%20Manab%C3%AD%2C%20Ecuador&adults=1&source_impression_id=p3_1563319349_Xm7aV7P2phMccgGS"
5619402,"Habitación Faraón","Bahia de Caraquez","0",0,0,0,150,0,"0",6,6,3,1,"2019-07-16","2019-07-16 18:22:59","",0,0,0,0,"https://www.airbnb.com/rooms/5619402?location=Bah%C3%ADa%20de%20Car%C3%A1quez%2C%20Manab%C3%AD%2C%20Ecuador&adults=1&source_impression_id=p3_1563319365_l35E1o9CtZqHwfS7"
29434170,"Modern Ocean View Home Near The Beach","San Jacinto","0",0,0,0,190,0,"0",6,6,2,2,"2019-07-16","2019-07-16 18:23:12","",0,0,0,0,"https://www.airbnb.com/rooms/29434170?location=Bah%C3%ADa%20de%20Car%C3%A1quez%2C%20Manab%C3%AD%2C%20Ecuador&adults=1&source_impression_id=p3_1563319382_RYn4mDEwrjnTjWhH"
27400742,"Suite. 2 berdooms with a balcony","Bahía de Caráquez","0",0,0,0,150,0,"0",6,6,3,1,"2019-07-16","2019-07-16 19:00:49","",0,0,0,0,"https://www.airbnb.com/rooms/27400742?location=Bah%C3%ADa%20de%20Car%C3%A1quez%2C%20Manab%C3%AD%2C%20Ecuador&adults=1&source_impression_id=p3_1563321639_sot0jn3hSg4gYI0k"
30381127,"Casa de Playa La Colina","San Jacinto","0",0,0,0,150,1,"0",6,6,5,2,"2019-07-16","2019-07-16 19:01:01","",0,0,0,0,"https://www.airbnb.com/rooms/30381127?location=Bah%C3%ADa%20de%20Car%C3%A1quez%2C%20Manab%C3%AD%2C%20Ecuador&adults=1&source_impression_id=p3_1563321652_P8S1gFsyrf3Wn96W"
27783942,"LA VERANERA DE CANOA. Private walk to the beach","Canoa","0",0,0,0,175,0,"0",10,10,11,3,"2019-07-16","2019-07-16 19:01:14","",0,0,0,0,"https://www.airbnb.com/rooms/27783942?location=Bah%C3%ADa%20de%20Car%C3%A1quez%2C%20Manab%C3%AD%2C%20Ecuador&adults=1&source_impression_id=p3_1563321664_dLLlVrtADG8h6stD"
30540302,"Cabañas Rancho Pérez","San Jacinto","0",0,0,0,30,0,"0",16,16,2,0,"2019-07-16","2019-07-16 19:01:26","",0,0,0,0,"https://www.airbnb.com/rooms/30540302?location=Bah%C3%ADa%20de%20Car%C3%A1quez%2C%20Manab%C3%AD%2C%20Ecuador&adults=1&source_impression_id=p3_1563321677_7ogA3PIUkLGl%2FDGf"
31648962,"Oceanfront 3 bedrooms Minimalist Home","Manabí Province","0",0,0,0,180,0,"0",8,8,4,3,"2019-07-16","2019-07-16 19:01:38","",0,0,0,0,"https://www.airbnb.com/rooms/31648962?location=Bah%C3%ADa%20de%20Car%C3%A1quez%2C%20Manab%C3%AD%2C%20Ecuador&adults=1&source_impression_id=p3_1563321689_tSBKiFrKh8JOymHn"
19192276,"Rio Muchacho Organic Farm and Eco Lodge","Canoa","0",0,0,0,10,1,"0",12,12,12,0,"2019-07-16","2019-07-16 19:01:51","",0,0,0,0,"https://www.airbnb.com/rooms/19192276?location=Bah%C3%ADa%20de%20Car%C3%A1quez%2C%20Manab%C3%AD%2C%20Ecuador&adults=1&source_impression_id=p3_1563321701_akRC5j5oNWfom6ah"
24200705,"Departamento de lujo en San Clemente Manabi","San Jacinto - Manabi","0",0,0,0,99,0,"0",6,6,5,2,"2019-07-16","2019-07-16 19:02:06","",0,0,0,0,"https://www.airbnb.com/rooms/24200705?location=Bah%C3%ADa%20de%20Car%C3%A1quez%2C%20Manab%C3%AD%2C%20Ecuador&adults=1&source_impression_id=p3_1563321714_qKEw1mHqXv%2F4vNjC"
6970417,"Casita Las Mareas Beachfront Guesthouse 2","San Jacinto y San Clemente","0",0,0,0,66,1,"0",2,2,1,1,"2019-07-16","2019-07-16 19:02:19","",0,0,0,0,"https://www.airbnb.com/rooms/6970417?location=Bah%C3%ADa%20de%20Car%C3%A1quez%2C%20Manab%C3%AD%2C%20Ecuador&adults=1&source_impression_id=p3_1563321729_TIuYlJLqzFbUN%2FHH"
26281090,"Residencia Solorzano San Clemente","San Clemente","0",0,0,0,100,1,"0",8,8,3,3,"2019-07-16","2019-07-16 19:02:31","",0,0,0,0,"https://www.airbnb.com/rooms/26281090?location=Bah%C3%ADa%20de%20Car%C3%A1quez%2C%20Manab%C3%AD%2C%20Ecuador&adults=1&source_impression_id=p3_1563321742_GQBcWoQE2u8Z2kZV"
117884,"Rooms for rent in San Clemente","San Clemente","0",0,0,0,35,0,"0",4,4,2,0,"2019-07-16","2019-07-16 19:02:44","",0,0,0,0,"https://www.airbnb.com/rooms/117884?location=Bah%C3%ADa%20de%20Car%C3%A1quez%2C%20Manab%C3%AD%2C%20Ecuador&adults=1&source_impression_id=p3_1563321754_%2BFMBSvOct9nnWnad"
22094698,"LOS ANGELES","San Jacinto - Manabi","0",0,0,0,120,1,"0",12,12,7,2,"2019-07-16","2019-07-16 19:03:09","",0,0,0,0,"https://www.airbnb.com/rooms/22094698?location=Bah%C3%ADa%20de%20Car%C3%A1quez%2C%20Manab%C3%AD%2C%20Ecuador&adults=1&source_impression_id=p3_1563321779_fIAaIfYJ2Ih6SW5U"
26473152,"RESIDENCIA BERMUDEZ CENTENO (SAN CLEMENTE)","San Jacinto","0",0,0,0,150,1,"0",11,11,6,6,"2019-07-16","2019-07-16 19:03:21","",0,0,0,0,"https://www.airbnb.com/rooms/26473152?location=Bah%C3%ADa%20de%20Car%C3%A1quez%2C%20Manab%C3%AD%2C%20Ecuador&adults=1&source_impression_id=p3_1563321792_mP53%2BYh%2Fd2FDlHJq"
24561783,"Casa Vacacional en San Clemente Manabi","San Jacinto - Manabi","0",0,0,0,200,1,"0",16,16,16,3,"2019-07-16","2019-07-16 19:03:33","",0,0,0,0,"https://www.airbnb.com/rooms/24561783?location=Bah%C3%ADa%20de%20Car%C3%A1quez%2C%20Manab%C3%AD%2C%20Ecuador&adults=1&source_impression_id=p3_1563321804_7KK5iNoWB2rQcM5y"
28159784,"MS vacations","Bahia de Caraquez","0",0,0,0,200,0,"0",16,16,16,3,"2019-07-16","2019-07-16 19:03:45","",0,0,0,0,"https://www.airbnb.com/rooms/28159784?location=Bah%C3%ADa%20de%20Car%C3%A1quez%2C%20Manab%C3%AD%2C%20Ecuador&adults=1&source_impression_id=p3_1563321816_mTQPZxOcCI%2Fa1pey"
22289693,"ALQUILER DE DORMITORIOS","Chone","0",0,0,0,17,0,"0",6,6,6,3,"2019-07-16","2019-07-16 19:04:11","",0,0,0,0,"https://www.airbnb.com/rooms/22289693?location=chone&adults=1&source_impression_id=p3_1563321841_69zqlVmrG8XO5Fi4"
4082518,"Rancho la Favorita","Portoviejo","0",0,0,0,25,3,"0",14,14,4,4,"2019-07-16","2019-07-16 19:04:23","3.5",4.5,4.5,4.5,4.5,"https://www.airbnb.com/rooms/4082518?location=chone&adults=1&source_impression_id=p3_1563321854_RJExKXWBPesei4Dx"
35539240,"Bedroom Pérez in a Montuvia Home by the river.","Calceta","0",0,0,0,20,0,"0",2,2,1,1,"2019-07-16","2019-07-16 19:04:34","",0,0,0,0,"https://www.airbnb.com/rooms/35539240?location=chone&adults=1&source_impression_id=p3_1563321864_3WFoSAt8dxNbwxKI"
30381085,"Beautiful beachfront suite with infinity pool.","Bahia de Caraquez","0",0,0,0,65,17,"1",4,4,3,1,"2019-07-16","2019-07-16 19:04:45","5",5,5,4.5,5,"https://www.airbnb.com/rooms/30381085?location=chone&adults=1&source_impression_id=p3_1563321877_vLdONUed7MZoPmtU"
33196831,"Departamento acogedor cerca de la playa","Bahía de Caráquez","0",0,0,0,48,3,"0",6,6,4,2,"2019-07-16","2019-07-16 19:04:55","5",4.5,5,4.5,4.5,"https://www.airbnb.com/rooms/33196831?location=chone&adults=1&source_impression_id=p3_1563321886_xamVFeIDvhLpvqXo"
35261016,"Habitación Doble - Hotel La Piedra","Bahía de Caráquez","0",0,0,0,60,0,"0",2,2,2,1,"2019-07-16","2019-07-16 19:05:06","",0,0,0,0,"https://www.airbnb.com/rooms/35261016?location=chone&adults=1&source_impression_id=p3_1563321897_DIQ9m%2F4hXWHlKr25"
29258958,"Chabelita","Chone","0",0,0,0,16,0,"0",2,2,2,0,"2019-07-16","2019-07-16 19:05:19","",0,0,0,0,"https://www.airbnb.com/rooms/29258958?location=chone&adults=1&source_impression_id=p3_1563321909_RiyXToh1FvfAEF8t"
34291332,"Departamento acogedor en Bahia De Caraquez","Bahia de Caraquez","0",0,0,0,20,0,"0",4,4,2,1,"2019-07-16","2019-07-16 19:05:32","",0,0,0,0,"https://www.airbnb.com/rooms/34291332?location=chone&adults=1&source_impression_id=p3_1563321922_PyPswGyluHNm6MiA"
36411625,"Linda Cabaña independiente","Flavio Alfaro","0",0,0,0,20,0,"0",4,4,3,1,"2019-07-16","2019-07-16 19:05:44","",0,0,0,0,"https://www.airbnb.com/rooms/36411625?location=chone&adults=1&source_impression_id=p3_1563321935_tg%2FNdG7TD0oetCib"
27400742,"Suite. 2 berdooms with a balcony","Bahía de Caráquez","0",0,0,0,150,0,"0",6,6,3,1,"2019-07-16","2019-07-16 19:03:56","",0,0,0,0,"https://www.airbnb.com/rooms/27400742?location=Bah%C3%ADa%20de%20Car%C3%A1quez%2C%20Manab%C3%AD%2C%20Ecuador&adults=1&source_impression_id=p3_1563321823_4Y6P2m%2Bu071wdrpf"
30381127,"Casa de Playa La Colina","San Jacinto","0",0,0,0,150,1,"0",6,6,5,2,"2019-07-16","2019-07-16 19:04:09","",0,0,0,0,"https://www.airbnb.com/rooms/30381127?location=Bah%C3%ADa%20de%20Car%C3%A1quez%2C%20Manab%C3%AD%2C%20Ecuador&adults=1&source_impression_id=p3_1563321839_iPaPwEH7CMkYQ4MU"
27783942,"LA VERANERA DE CANOA. Private walk to the beach","Canoa","0",0,0,0,175,0,"0",10,10,11,3,"2019-07-16","2019-07-16 19:04:22","",0,0,0,0,"https://www.airbnb.com/rooms/27783942?location=Bah%C3%ADa%20de%20Car%C3%A1quez%2C%20Manab%C3%AD%2C%20Ecuador&adults=1&source_impression_id=p3_1563321852_2KnJOIBBy7dL43KQ"
30540302,"Cabañas Rancho Pérez","San Jacinto","0",0,0,0,30,0,"0",16,16,2,0,"2019-07-16","2019-07-16 19:04:34","",0,0,0,0,"https://www.airbnb.com/rooms/30540302?location=Bah%C3%ADa%20de%20Car%C3%A1quez%2C%20Manab%C3%AD%2C%20Ecuador&adults=1&source_impression_id=p3_1563321865_plbJNBf5e%2BOamAY8"
31648962,"Oceanfront 3 bedrooms Minimalist Home","Manabí Province","0",0,0,0,180,0,"0",8,8,4,3,"2019-07-16","2019-07-16 19:04:48","",0,0,0,0,"https://www.airbnb.com/rooms/31648962?location=Bah%C3%ADa%20de%20Car%C3%A1quez%2C%20Manab%C3%AD%2C%20Ecuador&adults=1&source_impression_id=p3_1563321877_AAZk5tmo1R%2FSuhqk"
19192276,"Rio Muchacho Organic Farm and Eco Lodge","Canoa","0",0,0,0,10,1,"0",12,12,12,0,"2019-07-16","2019-07-16 19:05:00","",0,0,0,0,"https://www.airbnb.com/rooms/19192276?location=Bah%C3%ADa%20de%20Car%C3%A1quez%2C%20Manab%C3%AD%2C%20Ecuador&adults=1&source_impression_id=p3_1563321891_EmBMYEj3zW4ScmBP"
24200705,"Departamento de lujo en San Clemente Manabi","San Jacinto - Manabi","0",0,0,0,99,0,"0",6,6,5,2,"2019-07-16","2019-07-16 19:05:12","",0,0,0,0,"https://www.airbnb.com/rooms/24200705?location=Bah%C3%ADa%20de%20Car%C3%A1quez%2C%20Manab%C3%AD%2C%20Ecuador&adults=1&source_impression_id=p3_1563321903_CO0U0Z5kqhAxT5iv"
6970417,"Casita Las Mareas Beachfront Guesthouse 2","San Jacinto y San Clemente","0",0,0,0,66,1,"0",2,2,1,1,"2019-07-16","2019-07-16 19:05:25","",0,0,0,0,"https://www.airbnb.com/rooms/6970417?location=Bah%C3%ADa%20de%20Car%C3%A1quez%2C%20Manab%C3%AD%2C%20Ecuador&adults=1&source_impression_id=p3_1563321915_%2B37MSRh4gwBDkJyV"
26281090,"Residencia Solorzano San Clemente","San Clemente","0",0,0,0,100,1,"0",8,8,3,3,"2019-07-16","2019-07-16 19:05:37","",0,0,0,0,"https://www.airbnb.com/rooms/26281090?location=Bah%C3%ADa%20de%20Car%C3%A1quez%2C%20Manab%C3%AD%2C%20Ecuador&adults=1&source_impression_id=p3_1563321928_Zg%2FF9zgIIuJp0w0a"
